MySQL Shell 8.0.32

Copyright (c) 2016, 2023, Oracle and/or its affiliates.
Oracle is a registered trademark of Oracle Corporation and/or its affiliates.
Other names may be trademarks of their respective owners.

Type '\help' or '\?' for help; '\quit' to exit.
 MySQL  JS > \sql
Switching to SQL mode... Commands end with ;
 MySQL  SQL > \connect --mc root@localhost
Creating a Classic session to 'root@localhost'
Please provide the password for 'root@localhost': *************
Save password for 'root@localhost'? [Y]es/[N]o/Ne[v]er (default No): N
Fetching global names for auto-completion... Press ^C to stop.
Your MySQL connection id is 11
Server version: 8.0.32 MySQL Community Server - GPL
No default schema selected; type \use <schema> to set one.
 MySQL  localhost:3306 ssl  SQL > show databases;
+--------------------+
| Database           |
+--------------------+
| agencia            |
| ejemplo            |
| ejemplotdcs        |
| evaluacion_1       |
| information_schema |
| mysql              |
| ordenes_compra     |
| performance_schema |
| recursos_humanos   |
| sakila             |
| sys                |
| tarjetas_credito   |
| world              |
+--------------------+
13 rows in set (0.0018 sec)
 MySQL  localhost:3306 ssl  SQL > \use tarjetas_credito
Default schema set to `tarjetas_credito`.
Fetching global names, object names from `tarjetas_credito` for auto-completion... Press ^C to stop.
 MySQL  localhost:3306 ssl  tarjetas_credito  SQL > show tables;
+----------------------------+
| Tables_in_tarjetas_credito |
+----------------------------+
| bancos                     |
| clientes                   |
| tarjetas                   |
+----------------------------+
3 rows in set (0.0032 sec)
 MySQL  localhost:3306 ssl  tarjetas_credito  SQL > SELECT *
                                                 -> FROM tarjetas;
Empty set (0.0050 sec)
 MySQL  localhost:3306 ssl  tarjetas_credito  SQL > LOAD DATA INFILE 'C:\\ProgramData\\MySQL\\MySQL Server 8.0\\Uploads\\tarjetas.csv'
                                                 -> INTO TABLE Tarjetas
                                                 -> FIELDS TERMINATED BY ','
                                                 -> ENCLOSED BY '"'
                                                 -> LINES TERMINATED BY '\r\n'
                                                 -> IGNORE 1 LINES
                                                 -> (numero_tarjeta,banco_id,tipo_tarjeta,cliente_id,cvv_cvv2,fecha_expedicion,fecha_vencimiento,dia_pago,pin_tarjeta,limite_credito);
ERROR: 1292 (22007): Incorrect datetime value: '01/02/2011' for column 'fecha_expedicion' at row 1
 MySQL  localhost:3306 ssl  tarjetas_credito  SQL > LOAD DATA INFILE 'C:\\ProgramData\\MySQL\\MySQL Server 8.0\\Uploads\\tarjetas.csv' INTO TABLE Tarjetas FIELDS TERMINATED BY ',' ENCLOSED BY '"' LINES TERMINATED BY '\r\n' IGNORE 1 LINES (numero_tarjeta,banco_id,tipo_tarjeta,cliente_id,cvv_cvv2,fecha_expedicion,fecha_vencimiento,dia_pago,pin_tarjeta,limite_credito);
Query OK, 5000 rows affected (0.2639 sec)

Records: 5000  Deleted: 0  Skipped: 0  Warnings: 0
 MySQL  localhost:3306 ssl  tarjetas_credito  SQL > SELECT COUNT(*)
                                                 -> FROM Tarjetas;
+----------+
| COUNT(*) |
+----------+
|     5000 |
+----------+
1 row in set (0.0153 sec)
 MySQL  localhost:3306 ssl  tarjetas_credito  SQL > SELECT *
                                                 -> FROM Tarjetas
                                                 -> LIMIT 1000;
+------------------+----------+---------------------------+------------+----------+---------------------+---------------------+----------+-------------+----------------+
| numero_tarjeta   | banco_id | tipo_tarjeta              | cliente_id | cvv_cvv2 | fecha_expedicion    | fecha_vencimiento   | dia_pago | pin_tarjeta | limite_credito |
| 3541138336621240 |        3 | Japan Credit Bureau       |        644 | 210      | 2009-12-01 00:00:00 | 2026-12-01 00:00:00 |        9 | 2407        |          99600 |
| 30357340051976   |        1 | Diners Club International |        645 | 767      | 2012-08-01 00:00:00 | 2013-08-01 00:00:00 |       15 | 133         |          74100 |
| 3548304647214290 |        3 | Japan Credit Bureau       |        646 | 115      | 2013-10-01 00:00:00 | 2019-10-01 00:00:00 |       17 | 6031        |          29400 |
| 4153939192551240 |        5 | Visa                      |        647 | 488      | 2014-09-01 00:00:00 | 2033-09-01 00:00:00 |       28 | 176         |         109800 |
| 6011262263489600 |        6 | Discover                  |        648 | 88       | 2017-11-01 00:00:00 | 2021-11-01 00:00:00 |       21 | 1067        |         185000 |
| 30511596336826   |        1 | Diners Club International |        649 | 876      | 2009-06-01 00:00:00 | 2022-06-01 00:00:00 |       11 | 4504        |         160600 |
| 376700661652140  |        8 | American Express          |        650 | 469      | 2013-06-01 00:00:00 | 2018-06-01 00:00:00 |       13 | 6203        |          64500 |
| 4834982335387270 |        2 | Visa                      |        651 | 327      | 2015-04-01 00:00:00 | 2020-04-01 00:00:00 |        4 | 3404        |         123600 |
| 376103831396948  |        8 | American Express          |        652 | 6263     | 2008-09-01 00:00:00 | 2011-09-01 00:00:00 |       24 | 6960        |         135700 |
| 5246677126883590 |       12 | Master Card               |        653 | 176      | 2007-12-01 00:00:00 | 2018-12-01 00:00:00 |        3 | 7728        |         175400 |
| 4844924273196070 |        9 | Visa                      |        654 | 773      | 2009-09-01 00:00:00 | 2024-09-01 00:00:00 |        7 | 9323        |         123700 |
| 342308964413300  |        8 | American Express          |        655 | 9190     | 2011-01-01 00:00:00 | 2025-01-01 00:00:00 |        3 | 7978        |         186300 |
| 30583743716804   |        1 | Diners Club International |        656 | 298      | 2012-04-01 00:00:00 | 2014-04-01 00:00:00 |        4 | 2182        |          23900 |
| 4354984702725400 |       16 | Visa                      |        657 | 763      | 2010-03-01 00:00:00 | 2013-03-01 00:00:00 |        8 | 165         |         135500 |
| 5215023395859180 |        5 | Master Card               |        658 | 181      | 2008-02-01 00:00:00 | 2015-02-01 00:00:00 |        9 | 5349        |         157000 |
| 342478862716656  |        5 | American Express          |        659 | 4593     | 2011-11-01 00:00:00 | 2017-11-01 00:00:00 |       18 | 3758        |          84100 |
| 36602242739283   |        1 | Diners Club International |        660 | 729      | 2014-10-01 00:00:00 | 2028-10-01 00:00:00 |       14 | 5366        |         132600 |
| 4113342361970800 |       12 | Visa                      |        661 | 259      | 2009-10-01 00:00:00 | 2011-10-01 00:00:00 |       24 | 1409        |         108000 |
| 4512171199205740 |        2 | Visa                      |        662 | 377      | 2014-11-01 00:00:00 | 2034-11-01 00:00:00 |        6 | 1283        |         124400 |
| 5301534783994020 |       10 | Master Card               |        663 | 216      | 2012-09-01 00:00:00 | 2020-09-01 00:00:00 |       10 | 5172        |          46800 |
| 370377610148862  |        8 | American Express          |        664 | 7872     | 2009-10-01 00:00:00 | 2021-10-01 00:00:00 |       25 | 1002        |         120600 |
| 6226818584598630 |        6 | Discover                  |        665 | 585      | 2008-01-01 00:00:00 | 2015-01-01 00:00:00 |       21 | 3278        |         116000 |
| 3585423475557220 |        3 | Japan Credit Bureau       |        666 | 618      | 2017-11-01 00:00:00 | 2031-11-01 00:00:00 |        9 | 6130        |         107800 |
| 345983107210941  |        8 | American Express          |        667 | 5067     | 2015-05-01 00:00:00 | 2023-05-01 00:00:00 |       23 | 1936        |          13000 |
| 3566315949871050 |        3 | Japan Credit Bureau       |        668 | 5        | 2007-07-01 00:00:00 | 2012-07-01 00:00:00 |       11 | 9305        |         192200 |
| 6011520822698300 |        6 | Discover                  |        669 | 290      | 2016-06-01 00:00:00 | 2029-06-01 00:00:00 |       15 | 7873        |          22200 |
| 3557004251262030 |        3 | Japan Credit Bureau       |        670 | 168      | 2017-12-01 00:00:00 | 2036-12-01 00:00:00 |        7 | 8440        |          74600 |
| 4400670693606020 |        9 | Visa                      |        671 | 151      | 2010-08-01 00:00:00 | 2027-08-01 00:00:00 |       20 | 7035        |         197500 |
| 6011358015301130 |        6 | Discover                  |        672 | 132      | 2015-07-01 00:00:00 | 2027-07-01 00:00:00 |       14 | 8338        |         174200 |
| 4804138593251000 |        2 | Visa                      |        673 | 133      | 2017-09-01 00:00:00 | 2024-09-01 00:00:00 |       14 | 5491        |          34300 |
| 3560054414232230 |        3 | Japan Credit Bureau       |        674 | 635      | 2011-11-01 00:00:00 | 2024-11-01 00:00:00 |       13 | 6238        |          45900 |
| 371710231893764  |        8 | American Express          |        675 | 2397     | 2008-02-01 00:00:00 | 2016-02-01 00:00:00 |       28 | 7511        |          39400 |
| 377440453481908  |        7 | American Express          |        676 | 5314     | 2013-03-01 00:00:00 | 2028-03-01 00:00:00 |        9 | 7323        |         140300 |
| 5121611309521180 |       10 | Master Card               |        677 | 811      | 2007-07-01 00:00:00 | 2012-07-01 00:00:00 |       11 | 4874        |         142500 |
| 6011058920017110 |        6 | Discover                  |        678 | 561      | 2014-10-01 00:00:00 | 2019-10-01 00:00:00 |       24 | 2735        |         121200 |
| 30046810202579   |        1 | Diners Club International |        679 | 34       | 2009-03-01 00:00:00 | 2012-03-01 00:00:00 |       21 | 9952        |          53000 |
| 4336199621965150 |       15 | Visa                      |        680 | 997      | 2008-05-01 00:00:00 | 2018-05-01 00:00:00 |       19 | 8172        |          54700 |
| 5431931822654460 |        7 | Master Card               |        681 | 663      | 2010-07-01 00:00:00 | 2017-07-01 00:00:00 |        3 | 4714        |          85000 |
| 36928444073043   |        1 | Diners Club International |        682 | 548      | 2016-01-01 00:00:00 | 2029-01-01 00:00:00 |        5 | 1736        |         107300 |
| 3556364069256970 |        3 | Japan Credit Bureau       |        683 | 147      | 2014-05-01 00:00:00 | 2020-05-01 00:00:00 |       27 | 825         |          71200 |
| 3566002777243450 |        3 | Japan Credit Bureau       |        684 | 919      | 2015-05-01 00:00:00 | 2027-05-01 00:00:00 |       22 | 9859        |         120400 |
| 4739249454013930 |       13 | Visa                      |        685 | 92       | 2013-11-01 00:00:00 | 2025-11-01 00:00:00 |       20 | 4555        |          33200 |
| 30982439513667   |        1 | Diners Club International |        686 | 79       | 2013-02-01 00:00:00 | 2026-02-01 00:00:00 |       22 | 3290        |         132800 |
| 5239174582654120 |        9 | Master Card               |        687 | 215      | 2009-04-01 00:00:00 | 2028-04-01 00:00:00 |       24 | 818         |         122700 |
| 5245934045128900 |        2 | Master Card               |        688 | 535      | 2014-10-01 00:00:00 | 2021-10-01 00:00:00 |       18 | 9284        |         145500 |
| 375057389703148  |       11 | American Express          |        689 | 9781     | 2014-06-01 00:00:00 | 2031-06-01 00:00:00 |        8 | 5502        |          45000 |
| 3581956957844840 |        3 | Japan Credit Bureau       |        690 | 143      | 2011-06-01 00:00:00 | 2025-06-01 00:00:00 |       19 | 464         |         142400 |
| 4568968851178400 |        7 | Visa                      |        691 | 419      | 2008-05-01 00:00:00 | 2026-05-01 00:00:00 |        1 | 7427        |         196800 |
| 30071651377462   |        1 | Diners Club International |        692 | 86       | 2012-01-01 00:00:00 | 2031-01-01 00:00:00 |       11 | 5656        |         184400 |
| 340120122962470  |        5 | American Express          |        693 | 2164     | 2014-09-01 00:00:00 | 2032-09-01 00:00:00 |        2 | 6420        |         177400 |
| 4692492119582130 |       15 | Visa                      |        694 | 462      | 2011-04-01 00:00:00 | 2014-04-01 00:00:00 |       26 | 8999        |          88700 |
| 375370595556568  |        8 | American Express          |        695 | 7887     | 2013-07-01 00:00:00 | 2021-07-01 00:00:00 |        2 | 9838        |         163100 |
| 346674703898440  |        8 | American Express          |        696 | 2777     | 2010-01-01 00:00:00 | 2029-01-01 00:00:00 |        6 | 6317        |          77500 |
| 4423302725370700 |        2 | Visa                      |        697 | 299      | 2008-05-01 00:00:00 | 2017-05-01 00:00:00 |       28 | 3308        |          15400 |
| 6011484854681720 |        6 | Discover                  |        698 | 545      | 2014-05-01 00:00:00 | 2020-05-01 00:00:00 |       22 | 7906        |         126400 |
| 3541273127022370 |        3 | Japan Credit Bureau       |        699 | 146      | 2012-08-01 00:00:00 | 2013-08-01 00:00:00 |       14 | 9125        |          82800 |
| 4511430999995010 |        2 | Visa                      |        700 | 809      | 2013-08-01 00:00:00 | 2015-08-01 00:00:00 |        4 | 4119        |          90600 |
| 30471127828421   |        1 | Diners Club International |        701 | 121      | 2015-11-01 00:00:00 | 2022-11-01 00:00:00 |       14 | 8691        |          75600 |
| 5161954732430910 |       10 | Master Card               |        702 | 602      | 2014-02-01 00:00:00 | 2015-02-01 00:00:00 |       10 | 3316        |         191800 |
| 3574390516418790 |        3 | Japan Credit Bureau       |        703 | 60       | 2017-04-01 00:00:00 | 2028-04-01 00:00:00 |       17 | 4071        |         153900 |
| 4773815140004560 |        7 | Visa                      |        704 | 43       | 2013-10-01 00:00:00 | 2032-10-01 00:00:00 |        8 | 7475        |          73400 |
| 341303654274428  |       11 | American Express          |        705 | 6124     | 2012-09-01 00:00:00 | 2016-09-01 00:00:00 |       21 | 1983        |          62100 |
| 30317479525885   |        1 | Diners Club International |        706 | 313      | 2008-04-01 00:00:00 | 2010-04-01 00:00:00 |        8 | 3540        |         139300 |
| 4474238305272300 |        2 | Visa                      |        707 | 19       | 2012-09-01 00:00:00 | 2013-09-01 00:00:00 |       20 | 5784        |          45100 |
| 376250561987576  |        8 | American Express          |        708 | 7713     | 2017-05-01 00:00:00 | 2032-05-01 00:00:00 |        8 | 6664        |          70300 |
| 6440919229989780 |        6 | Discover                  |        709 | 562      | 2011-01-01 00:00:00 | 2025-01-01 00:00:00 |       26 | 4184        |          36100 |
| 371531884773958  |        5 | American Express          |        710 | 8300     | 2014-07-01 00:00:00 | 2029-07-01 00:00:00 |       27 | 9960        |         102200 |
| 6011369973508900 |        6 | Discover                  |        711 | 110      | 2007-11-01 00:00:00 | 2020-11-01 00:00:00 |       17 | 103         |          18800 |
| 370455659802985  |        8 | American Express          |        712 | 5567     | 2008-04-01 00:00:00 | 2014-04-01 00:00:00 |       12 | 6326        |         138100 |
| 340282320097093  |        8 | American Express          |        713 | 5704     | 2015-10-01 00:00:00 | 2021-10-01 00:00:00 |        2 | 5666        |          12700 |
| 4644655021219610 |       14 | Visa                      |        714 | 889      | 2007-03-01 00:00:00 | 2024-03-01 00:00:00 |        1 | 8515        |          25900 |
| 5203783848344870 |        7 | Master Card               |        715 | 354      | 2012-07-01 00:00:00 | 2029-07-01 00:00:00 |       12 | 51          |          24000 |
| 379290751375320  |        8 | American Express          |        716 | 8214     | 2010-10-01 00:00:00 | 2016-10-01 00:00:00 |        5 | 9531        |          72800 |
| 3553817010578910 |        3 | Japan Credit Bureau       |        717 | 16       | 2016-03-01 00:00:00 | 2025-03-01 00:00:00 |        5 | 2636        |          99300 |
| 3529991836513240 |        3 | Japan Credit Bureau       |        718 | 395      | 2010-04-01 00:00:00 | 2012-04-01 00:00:00 |        2 | 7197        |          43800 |
| 346989868403509  |        8 | American Express          |        719 | 5039     | 2014-11-01 00:00:00 | 2023-11-01 00:00:00 |       24 | 8473        |          27000 |
| 3569836739905170 |        3 | Japan Credit Bureau       |        720 | 931      | 2015-03-01 00:00:00 | 2024-03-01 00:00:00 |       20 | 264         |          41700 |
| 30417578804148   |        1 | Diners Club International |        721 | 987      | 2013-02-01 00:00:00 | 2033-02-01 00:00:00 |       16 | 2788        |         192200 |
| 6011709022435900 |        6 | Discover                  |        722 | 444      | 2013-07-01 00:00:00 | 2018-07-01 00:00:00 |       15 | 4083        |          38900 |
| 5253833642462660 |        9 | Master Card               |        723 | 583      | 2016-01-01 00:00:00 | 2022-01-01 00:00:00 |       18 | 2122        |          19400 |
| 30288943284450   |        1 | Diners Club International |        724 | 77       | 2010-01-01 00:00:00 | 2021-01-01 00:00:00 |       14 | 6905        |         104900 |
| 6223185071759710 |        6 | Discover                  |        725 | 342      | 2014-11-01 00:00:00 | 2031-11-01 00:00:00 |       17 | 2553        |         178600 |
| 6227352864121150 |        6 | Discover                  |        726 | 42       | 2015-03-01 00:00:00 | 2017-03-01 00:00:00 |       18 | 929         |          43500 |
| 370195741399489  |        5 | American Express          |        727 | 9536     | 2012-06-01 00:00:00 | 2027-06-01 00:00:00 |       14 | 1848        |          59600 |
| 6011461932068610 |        6 | Discover                  |        728 | 78       | 2009-12-01 00:00:00 | 2013-12-01 00:00:00 |       27 | 8604        |          25300 |
| 378457309200455  |        8 | American Express          |        729 | 5762     | 2016-12-01 00:00:00 | 2028-12-01 00:00:00 |       11 | 9730        |         157200 |
| 342773204158108  |        8 | American Express          |        730 | 9842     | 2010-06-01 00:00:00 | 2023-06-01 00:00:00 |       24 | 4728        |          45500 |
| 5168601810121670 |       10 | Master Card               |        731 | 461      | 2009-01-01 00:00:00 | 2023-01-01 00:00:00 |       19 | 7319        |          83800 |
| 3536656397226390 |        3 | Japan Credit Bureau       |        732 | 232      | 2010-11-01 00:00:00 | 2023-11-01 00:00:00 |       15 | 5972        |          75600 |
| 5457307145215270 |        7 | Master Card               |        733 | 706      | 2014-08-01 00:00:00 | 2021-08-01 00:00:00 |       21 | 143         |         121400 |
| 4383013465773120 |       16 | Visa                      |        734 | 23       | 2017-09-01 00:00:00 | 2031-09-01 00:00:00 |       26 | 5234        |          79500 |
| 5147113013634820 |        7 | Master Card               |        735 | 885      | 2010-01-01 00:00:00 | 2028-01-01 00:00:00 |       15 | 2972        |          80000 |
| 4083813518820530 |       13 | Visa                      |        736 | 428      | 2013-01-01 00:00:00 | 2014-01-01 00:00:00 |       19 | 2115        |         166500 |
| 373789499893888  |        8 | American Express          |        737 | 778      | 2013-04-01 00:00:00 | 2028-04-01 00:00:00 |       16 | 323         |          86000 |
| 5462360950802080 |        7 | Master Card               |        738 | 620      | 2016-07-01 00:00:00 | 2034-07-01 00:00:00 |       27 | 3350        |         107900 |
| 36698956366164   |        1 | Diners Club International |        739 | 728      | 2013-12-01 00:00:00 | 2032-12-01 00:00:00 |       12 | 7225        |         116000 |
| 3581976849626110 |        3 | Japan Credit Bureau       |        740 | 683      | 2009-04-01 00:00:00 | 2022-04-01 00:00:00 |       11 | 4929        |         151200 |
| 4900460726548280 |        2 | Visa                      |        741 | 894      | 2017-09-01 00:00:00 | 2022-09-01 00:00:00 |       25 | 6458        |         190200 |
| 4367151316744500 |       10 | Visa                      |        742 | 293      | 2009-08-01 00:00:00 | 2027-08-01 00:00:00 |       20 | 2240        |         158100 |
| 4062617998487220 |        2 | Visa                      |        743 | 183      | 2016-04-01 00:00:00 | 2024-04-01 00:00:00 |        8 | 2618        |         187000 |
| 6011049363143970 |        6 | Discover                  |        744 | 1        | 2013-06-01 00:00:00 | 2014-06-01 00:00:00 |        5 | 3152        |         156800 |
| 348344800306162  |        8 | American Express          |        745 | 5620     | 2012-01-01 00:00:00 | 2024-01-01 00:00:00 |       25 | 9452        |          42600 |
| 376951461350183  |        8 | American Express          |        746 | 7228     | 2011-04-01 00:00:00 | 2031-04-01 00:00:00 |       15 | 8066        |         142200 |
| 6453998088286880 |        6 | Discover                  |        747 | 366      | 2012-05-01 00:00:00 | 2024-05-01 00:00:00 |       12 | 3554        |         146300 |
| 6011659504304360 |        6 | Discover                  |        748 | 64       | 2015-05-01 00:00:00 | 2025-05-01 00:00:00 |       13 | 9395        |          41400 |
| 5207554783642430 |        9 | Master Card               |        749 | 204      | 2017-04-01 00:00:00 | 2037-04-01 00:00:00 |       12 | 1333        |          83200 |
| 30559692792947   |        1 | Diners Club International |        750 | 223      | 2009-01-01 00:00:00 | 2027-01-01 00:00:00 |        4 | 6845        |         191300 |
| 3570539534605720 |        3 | Japan Credit Bureau       |        751 | 895      | 2010-02-01 00:00:00 | 2018-02-01 00:00:00 |       18 | 2504        |         167800 |
| 4646030562860200 |        2 | Visa                      |        752 | 974      | 2010-05-01 00:00:00 | 2018-05-01 00:00:00 |       26 | 2458        |         151300 |
| 6011407027967890 |        6 | Discover                  |        753 | 315      | 2011-11-01 00:00:00 | 2014-11-01 00:00:00 |       23 | 1344        |         106600 |
| 30933450451162   |        1 | Diners Club International |        754 | 227      | 2008-08-01 00:00:00 | 2026-08-01 00:00:00 |       27 | 9241        |         159800 |
| 30536454005726   |        1 | Diners Club International |        755 | 796      | 2010-01-01 00:00:00 | 2015-01-01 00:00:00 |       10 | 6572        |         179400 |
| 4044783677975860 |        2 | Visa                      |        756 | 470      | 2011-05-01 00:00:00 | 2016-05-01 00:00:00 |       24 | 5509        |          28000 |
| 5441986929496650 |       16 | Master Card               |        757 | 357      | 2016-10-01 00:00:00 | 2030-10-01 00:00:00 |        6 | 4545        |          27200 |
| 5201009960574060 |        7 | Master Card               |        758 | 676      | 2007-02-01 00:00:00 | 2012-02-01 00:00:00 |       27 | 2339        |         144900 |
| 3534669826365810 |        3 | Japan Credit Bureau       |        759 | 515      | 2014-08-01 00:00:00 | 2025-08-01 00:00:00 |       20 | 3713        |         169500 |
| 374036448874273  |        8 | American Express          |        760 | 6804     | 2016-08-01 00:00:00 | 2017-08-01 00:00:00 |       15 | 8821        |         173000 |
| 30235386605030   |        1 | Diners Club International |        761 | 24       | 2008-03-01 00:00:00 | 2017-03-01 00:00:00 |       12 | 249         |         100600 |
| 30229292311619   |        1 | Diners Club International |        762 | 133      | 2017-12-01 00:00:00 | 2018-12-01 00:00:00 |        5 | 4552        |         190700 |
| 30583918029785   |        1 | Diners Club International |        763 | 810      | 2015-11-01 00:00:00 | 2016-11-01 00:00:00 |        4 | 7660        |          75700 |
| 3568291788167140 |        3 | Japan Credit Bureau       |        764 | 848      | 2012-05-01 00:00:00 | 2020-05-01 00:00:00 |       20 | 5027        |         183100 |
| 342131259180552  |        8 | American Express          |        765 | 7061     | 2011-03-01 00:00:00 | 2021-03-01 00:00:00 |       23 | 1066        |         195300 |
| 3571032175173920 |        3 | Japan Credit Bureau       |        766 | 261      | 2017-05-01 00:00:00 | 2018-05-01 00:00:00 |       26 | 6301        |          93200 |
| 6011825712011640 |        6 | Discover                  |        767 | 936      | 2013-04-01 00:00:00 | 2024-04-01 00:00:00 |       24 | 5072        |          23200 |
| 4336741845956950 |        2 | Visa                      |        768 | 257      | 2011-12-01 00:00:00 | 2012-12-01 00:00:00 |        6 | 6529        |         161700 |
| 370156318987163  |        8 | American Express          |        769 | 9609     | 2008-12-01 00:00:00 | 2022-12-01 00:00:00 |        2 | 4918        |          34800 |
| 3574105817964120 |        3 | Japan Credit Bureau       |        770 | 538      | 2011-08-01 00:00:00 | 2023-08-01 00:00:00 |        3 | 2679        |         180000 |
| 4692919076245960 |        7 | Visa                      |        771 | 188      | 2017-10-01 00:00:00 | 2028-10-01 00:00:00 |        3 | 1685        |         151000 |
| 30479001770627   |        1 | Diners Club International |        772 | 330      | 2016-03-01 00:00:00 | 2032-03-01 00:00:00 |       15 | 4184        |         112700 |
| 3552842241606780 |        3 | Japan Credit Bureau       |        773 | 874      | 2007-08-01 00:00:00 | 2015-08-01 00:00:00 |       25 | 9592        |         101100 |
| 30582400334208   |        1 | Diners Club International |        774 | 651      | 2016-11-01 00:00:00 | 2023-11-01 00:00:00 |       16 | 8140        |          80300 |
| 5245113799931100 |       16 | Master Card               |        775 | 910      | 2013-06-01 00:00:00 | 2026-06-01 00:00:00 |       27 | 3033        |          61200 |
| 4546946084940180 |        2 | Visa                      |        776 | 310      | 2010-10-01 00:00:00 | 2027-10-01 00:00:00 |        7 | 57          |          73700 |
| 3552554562405190 |        3 | Japan Credit Bureau       |        777 | 461      | 2010-10-01 00:00:00 | 2018-10-01 00:00:00 |       11 | 9635        |          55300 |
| 3585687298123690 |        3 | Japan Credit Bureau       |        778 | 579      | 2008-07-01 00:00:00 | 2009-07-01 00:00:00 |       26 | 1243        |          24900 |
| 6577440408588320 |        6 | Discover                  |        779 | 235      | 2014-12-01 00:00:00 | 2031-12-01 00:00:00 |       17 | 3402        |          34400 |
| 3582231893215130 |        3 | Japan Credit Bureau       |        780 | 912      | 2007-01-01 00:00:00 | 2015-01-01 00:00:00 |        2 | 6532        |         190100 |
| 5257549848271590 |        9 | Master Card               |        781 | 639      | 2008-08-01 00:00:00 | 2025-08-01 00:00:00 |        7 | 7135        |         116300 |
| 6011515101261050 |        6 | Discover                  |        782 | 757      | 2011-01-01 00:00:00 | 2030-01-01 00:00:00 |       10 | 3965        |         119900 |
| 6011084592179000 |        6 | Discover                  |        783 | 679      | 2017-02-01 00:00:00 | 2020-02-01 00:00:00 |       25 | 8509        |         165900 |
| 4985157568948870 |        2 | Visa                      |        784 | 98       | 2011-04-01 00:00:00 | 2025-04-01 00:00:00 |       26 | 8548        |         158900 |
| 5426961909461540 |       10 | Master Card               |        785 | 36       | 2013-03-01 00:00:00 | 2020-03-01 00:00:00 |       26 | 82          |         169000 |
| 3558295787180490 |        3 | Japan Credit Bureau       |        786 | 988      | 2007-06-01 00:00:00 | 2009-06-01 00:00:00 |       18 | 3296        |          57500 |
| 379128972602025  |        8 | American Express          |        787 | 9002     | 2010-01-01 00:00:00 | 2014-01-01 00:00:00 |       11 | 5743        |          30300 |
| 3534519617916270 |        3 | Japan Credit Bureau       |        788 | 437      | 2010-02-01 00:00:00 | 2014-02-01 00:00:00 |       23 | 3197        |         184200 |
| 342888709588581  |        5 | American Express          |        789 | 8893     | 2011-06-01 00:00:00 | 2013-06-01 00:00:00 |        4 | 6441        |          91400 |
| 30447533922743   |        1 | Diners Club International |        790 | 760      | 2010-02-01 00:00:00 | 2030-02-01 00:00:00 |       28 | 2167        |          36000 |
| 5439711241950860 |        5 | Master Card               |        791 | 647      | 2013-03-01 00:00:00 | 2030-03-01 00:00:00 |       11 | 1943        |         119600 |
| 4222857554898680 |       12 | Visa                      |        792 | 164      | 2016-08-01 00:00:00 | 2034-08-01 00:00:00 |       21 | 2352        |         191000 |
| 6011858432084780 |        6 | Discover                  |        793 | 806      | 2011-09-01 00:00:00 | 2024-09-01 00:00:00 |       11 | 7809        |          39600 |
| 5223182507110600 |        2 | Master Card               |        794 | 566      | 2007-05-01 00:00:00 | 2011-05-01 00:00:00 |       15 | 3665        |         170800 |
| 6011760827543790 |        6 | Discover                  |        795 | 560      | 2008-08-01 00:00:00 | 2024-08-01 00:00:00 |        6 | 7893        |         179900 |
| 375498830561083  |        8 | American Express          |        796 | 9896     | 2010-05-01 00:00:00 | 2027-05-01 00:00:00 |       24 | 7562        |          16200 |
| 4768695715949730 |        9 | Visa                      |        797 | 102      | 2011-03-01 00:00:00 | 2030-03-01 00:00:00 |       15 | 4390        |         113000 |
| 377501328677366  |        7 | American Express          |        798 | 8688     | 2007-05-01 00:00:00 | 2023-05-01 00:00:00 |       15 | 4636        |          16100 |
| 5115059598874110 |       12 | Master Card               |        799 | 949      | 2012-01-01 00:00:00 | 2022-01-01 00:00:00 |        9 | 7808        |          44200 |
| 6547369433071310 |        6 | Discover                  |        800 | 48       | 2014-05-01 00:00:00 | 2029-05-01 00:00:00 |       21 | 6619        |         173300 |
| 4879722918989840 |        2 | Visa                      |        801 | 450      | 2016-08-01 00:00:00 | 2035-08-01 00:00:00 |       15 | 6905        |         139700 |
| 4693143802551190 |        2 | Visa                      |        802 | 308      | 2009-12-01 00:00:00 | 2012-12-01 00:00:00 |       19 | 1603        |          72900 |
| 6011391766602950 |        6 | Discover                  |        803 | 735      | 2009-08-01 00:00:00 | 2015-08-01 00:00:00 |       12 | 835         |          83000 |
| 3534128638193050 |        3 | Japan Credit Bureau       |        804 | 421      | 2010-02-01 00:00:00 | 2029-02-01 00:00:00 |        2 | 3864        |         191700 |
| 5205231180643360 |        7 | Master Card               |        805 | 916      | 2007-06-01 00:00:00 | 2027-06-01 00:00:00 |       14 | 6739        |          98800 |
| 3566684295459940 |        3 | Japan Credit Bureau       |        806 | 759      | 2010-02-01 00:00:00 | 2019-02-01 00:00:00 |        2 | 2512        |          64200 |
| 30909253674762   |        1 | Diners Club International |        807 | 536      | 2011-12-01 00:00:00 | 2020-12-01 00:00:00 |        8 | 1245        |         130800 |
| 39265758714475   |        1 | Diners Club International |        808 | 52       | 2017-05-01 00:00:00 | 2022-05-01 00:00:00 |       18 | 446         |         102900 |
| 3583255558485710 |        3 | Japan Credit Bureau       |        809 | 127      | 2016-05-01 00:00:00 | 2029-05-01 00:00:00 |       24 | 3665        |         101600 |
